==============================================================
Modul:			340282366920938463463374607431768211456
Multiplikator:		96919585722950335898058809156942021465
Dimension bis:		24
==============================================================
[k]	[dim]	[n_spect]	

2	0.929088
3	0.796132
4	0.674403
5	0.755558
6	0.779309
7	0.688061
8	0.673506
9	0.648671
10	0.738123
11	0.714285
12	0.681231
13	0.671667
14	0.655819
15	0.648971
16	0.683446
17	0.688636
18	0.683245
19	0.736704
20	0.565102   ****
21	0.761706
22	0.633565
23	0.636509
24	0.76359

Time [s]:	0
