==============================================================
Modul:			340282366920938463463374607431768211456
Multiplikator:		47026247687942121848144207491837418733
Dimension bis:		17
==============================================================
[k]	[dim]	[n_spect]	

2	0.765276
3	0.781585
4	0.777855
5	0.772409
6	0.760177
7	0.791282
8	0.747633
9	0.585077
10	0.718456
11	0.673237
12	0.624678
13	0.662566
14	0.679898
15	0.600384
16	0.6528
17	0.701858

Time [s]:	0
