==============================================================
Modulus:      		340282366920938463463374607431768211456
Multiplikator:		44629693204054986313095191502463994785
Multipler hex:		0x21935dc2e417e661_5a3a5a07fd848ba1
Dimension bis:		48
Using Entacher & O'Neill Constants
==============================================================
[k]	[dim]	[n_spect]	

2	0.962295
3	0.832429
4	0.696922
5	0.671481
6	0.725496
7	0.652925
8	0.688308
9	0.660246
10	0.708527
11	0.685446
12	0.655277
13	0.703101
14	0.651451
15	0.668415
16	0.703555
17	0.716735
18	0.7044
19	0.675518
20	0.705467
21	0.652764
22	0.701304
23	0.69366
24	0.801914
25	0.65217
26	0.736627
27	0.730784
28	0.847719
29	0.728721
30	0.846765
31	0.960394
32	0.879315
33	0.910464
34	1.08435
35	1.11537
36	0.948625
37	1.08483
38	0.921833
39	0.946237
40	0.957373
41	1.0005
42	0.997723
43	1.03792
44	1.07753
45	1.20398
46	1.24534
47	1.28599
48	1.32592

Time [s]:	0
