340282366920938463463374607431768211456 126 80709429119850134539539111787273493688
time	0	n	1	l	319646369049581272466431767419084042521	0.384056
time	0	n	2	l	81086582839261073819194018021103586497	0.44273
time	0	n	6	l	45201152305413723966470990776109884569	0.518805
time	0	n	11	l	137725114266880623739673336340695983345	0.519889
time	0	n	12	l	248694485351855493422449802860566584869	0.613227
time	6	n	338	l	35599668394522296776321302581980056077	0.61654
time	28	n	1454	l	112633281107899629263153939149731135349	0.616616
time	59	n	2988	l	260789587329508347372883372000780549169	0.646077
time	2459	n	121517	l	193422155684207995797400999802506389941	0.648104
time	3301	n	163185	l	96919585722950335898058809156942021465	0.648671
time	20384	l	96919585722950335898058809156942021465	0.648671
