340282366920938463463374607431768211456 126 8814937558678297769294221946096008023
time	0	n	1	l	73741339197072374055009199667009355141	0.470951
time	0	n	2	l	262723994597590573781023485954729389745	0.503801
time	0	n	10	l	99585304729251537769888120171818501517	0.596716
time	2	n	136	l	49676333185540562305791164889600001725	0.629717
time	771	n	37700	l	92284468808671459353169906575954673905	0.631178
time	2011	n	99280	l	133331780766668677364794345799786798949	0.640097
time	4215	n	208860	l	165000209065035213849702296775648371545	0.643249
time	14089	n	700112	l	248902814261034179965026884741968681149	0.644246
time	15923	n	791863	l	334743630366468457063381874606658816645	0.647015
time	20082	l	334743630366468457063381874606658816645	0.647015
