340282366920938463463374607431768211456 126 36454942355859647979870786603890766611
time	0	n	1	l	330196744735581130655895615089627546793	0.553622
time	1	n	67	l	110808340618758959530258950197744860869	0.556363
time	2	n	130	l	249794882348460938271877840136557006561	0.556384
time	3	n	168	l	54375240576285078446462927343288680713	0.560373
time	4	n	250	l	130634058780240398958255653760788113753	0.584101
time	10	n	548	l	133838538791580063000805154756502237481	0.589333
time	10	n	559	l	35279637937260297474591912797813156089	0.626271
time	1418	n	64956	l	83351252146946979128969326082587357617	0.627014
time	1696	n	77577	l	107079756248902721105673654267077085377	0.636165
time	2188	l	107079756248902721105673654267077085377	0.636165
