340282366920938463463374607431768211456 126 55437832547494084884121111082018483399
time	0	n	1	l	297533236212107574454810552860923136553	0.325406
time	0	n	2	l	258050320867082365516838754822761071845	0.490536
time	0	n	11	l	258691926145359721406210574810508055525	0.518656
time	2	n	37	l	241061004304247745897299072414658571893	0.526154
time	3	n	46	l	25072252819746339231924834392460561125	0.531959
time	5	n	71	l	33221899078565125013218000209311862229	0.546856
time	6	n	85	l	268147611565237507366620553824804580041	0.557723
time	20	n	257	l	285281963451228701433962946750607922929	0.576557
time	39	n	480	l	295446353968539023186168148461585702881	0.578116
time	85	n	1028	l	243408989873431747886954154957242647441	0.589002
time	258	n	3126	l	109501991649120830856206920615288901653	0.59795
time	1405	n	16127	l	39027653642098122974784962072831197273	0.604356
time	1869	n	21427	l	331290033370982714800809339301063903321	0.604991
time	2053	n	23576	l	65766279948525731640741779593657396573	0.60542
time	2310	n	26629	l	138897340943770240743328893618407493325	0.606752
time	2897	n	33647	l	245483215561367230658187508670399416401	0.627693
time	3316	n	38554	l	316382666073381426260942674520234384653	0.63397
time	11317	n	136649	l	161208845413696081454645897829429164777	0.636148
time	65147	n	806872	l	44629693204054986313095191502463994785	0.651451
time	84367	l	44629693204054986313095191502463994785	0.651451
