==============================================================
Modul:			340282366920938463463374607431768211456
Multiplikator:		47026247687942121848144207491837523525
Dimension bis:		17
==============================================================
[k]	[dim]	[n_spect]	

2	0.827893
3	0.643317
4	0.69177
5	0.661138
6	0.725907
7	0.650025
8	0.651105
9	0.669767
10	0.670569
11	0.665981
12	0.632285
13	0.630774
14	0.709609
15	0.72328
16	0.677631
17	0.693738

Time [s]:	0
